Event Date,Event Date,Shows,Artist,Revenue (USD),Tickets Sold,Capacity,%,Venue,City,Country,,,
12/13/2024,12/13/2024,1,Jowell y Randy,779032,12241,12241,100%,Coliseo de Puerto Rico,San Juan,Puerto Rico,,,
12/13/2024,12/13/2024,1,Little Big Town,1098363,12833,12833,100%,Bridgestone Arena,Nashville,United States,,,
12/13/2024,12/13/2024,1,Mannheim Steamroller,159149,3622,4608,78.60%,Fox Theatr,Detroit,United States,,,
12/13/2024,12/13/2024,1,Mannheim Steamroller,69631,813,1093,74.38%,Ellen Eccles Theatre,Logan,United States,,,
12/13/2024,12/14/2024,2,Melendi,1878380,32114,32114,100%,Palau Sant Jordi,Barcelona,Spain,,,
12/13/2024,12/15/2024,3,Morat,12253751,162886,162886,100%,Estadio GNP Seguros,Mexico City,Mexico,,,
12/13/2024,12/13/2024,1,OneRepublic,238178,2714,2714,100%,Paramount Theatre,Oakland,United States,,,
12/13/2024,12/14/2024,2,Pete Tong Ibiza Classics,1776939,19613,27428,71.51%,O2 Arena,London,England,,,
12/13/2024,12/13/2024,1,Picture This,266896,4129,4129,100%,Gleneagle INEC Arena,Killarney,Ireland,,,
12/13/2024,12/13/2024,1,Sam Fender,1137760,15425,15425,100%,Utilita Arena,Birmingham,England,,,
12/13/2024,12/13/2024,1,Sixpence None The Richer,15430,411,450,91.33%,The Crescent Ballroom,Phoenix,United States,,,
12/13/2024,12/13/2024,1,Trans-Siberian Orchestra,679513,7749,9668,80.15%,Amerant Bank Arena,Sunrise,United States,,,
12/13/2024,12/13/2024,2,Trans-Siberian Orchestra,991709,12336,18188,67.82%,Bon Secours Wellness Arena,Greenville,United States,,,
12/13/2024,12/13/2024,1,Z100 Jingle Ball,4130265,17965,17965,100%,Madison Square Garden,New York,United States,,,
12/13/2024,12/15/2024,3,Zach Bryan,9416173,51595,51595,100%,BOK Center,Tulsa,United States,,,
12/12/2024,12/12/2024,1,Aaron,5517,250,250,100%,Kranhalle,Munich,Germany,,,
12/12/2024,12/12/2024,1,Billy Strings,419692,6977,7419,94.04%,Dickies Arena,Fort Worth,United States,,,
12/12/2024,12/12/2024,1,Bryan Adams,839294,13811,14001,98.64%,Backyard Sports Club,Gurugram,India,,,
12/12/2024,12/12/2024,1,Chayanne,1462633,10987,11248,97.68%,Kia Center,Orlando,United States,,,
12/12/2024,12/12/2024,1,Chris Tomlin,85969,2267,2307,98.27%,Berean Church,Lincoln,United States,,,
12/12/2024,12/12/2024,1,Cody Johnson,862476,9289,12049,77.09%,MGM Grand Garden,Las Vegas,United States,,,
12/12/2024,12/12/2024,1,Falling In Reverse,259663,4917,13407,36.67%,3Arena,Dublin,Ireland,,,
12/12/2024,12/12/2024,1,Fally Ipupa,94773,1610,3769,42.72%,Mitsubishi Electric Halle,Dusseldorf,Germany,,,
12/12/2024,12/12/2024,1,Fuerza Regida,1141896,9844,9963,98.81%,Bridgestone Arena,Nashville,United States,,,
12/12/2024,12/12/2024,1,Jeff Dunham,256322,4202,4202,100%,GIANT Center,Hershey,United States,,,
12/12/2024,12/12/2024,1,Jowell y Randy,779562,12408,12408,100%,Coliseo de Puerto Rico,San Juan,Puerto Rico,,,
12/12/2024,12/12/2024,1,Justice,74191,1371,7000,19.59%,Alsterdorfer Sporthalle,Hamburg,Germany,,,
12/12/2024,12/12/2024,1,Justin Timberlake,2355069,13613,14164,96.11%,Bridgestone Arena,Nashville,United States,,,
12/12/2024,12/12/2024,1,Kiss Of Life,100360,1720,1720,100%,Moore Theatre,Seattle,United States,,,
12/12/2024,12/12/2024,1,Laura Pausini,438068,4924,6100,80.72%,Olympiahalle,Munich,Germany,,,
12/12/2024,12/12/2024,1,Mannheim Steamroller,79570,1114,1491,74.71%,Kuss Auditorium,Springfield,United States,,,
12/12/2024,12/12/2024,1,Pentatonix,917125,11399,11606,98.22%,Allstate Arena,Rosemont,United States,,,
12/12/2024,12/12/2024,1,Sixpence None The Richer,16178,504,600,84.01%,Belly Up,Solana Beach,United States,,,
12/12/2024,12/12/2024,1,Slipknot,925274,15655,15655,100%,Accor Arena,Paris,France,,,
12/11/2024,12/11/2024,1,Andrea Bocelli,2491665,13079,13079,100%,Allstate Arena,Rosemont,United States,,,
12/11/2024,12/11/2024,1,Bring Me The Horizon,579248,10774,11903,90.51%,Movistar Arena,Bogotá,Colombia,,,
12/11/2024,12/11/2024,1,Chris Tomlin,52009,1291,1806,71.48%,Spence Chapel,Springfield,United States,,,
12/11/2024,12/11/2024,1,Cody Jinks,214599,2261,2261,100%,Ryman Auditorium,Nashville,United States,,,
12/11/2024,12/11/2024,1,Culture Club,498121,5730,7244,79.10%,Co-op Live,Manchester,England,,,
12/11/2024,12/11/2024,1,Jeff Dunham,143951,2375,2375,100%,CURE Insurance Arena,Trenton,United States,,,
12/11/2024,12/11/2024,1,Laura Pausini,691419,4659,6534,71.30%,St. Jakobshalle,Basel,Switzerland,,,
12/11/2024,12/11/2024,1,Lenny Kravitz,654798,8404,13047,64.41%,Coliseo MedPlus,Bogotá,Colombia,,,
12/11/2024,12/11/2024,1,Mannheim Steamroller,90301,1514,1570,96.43%,Ikeda Theater,Mesa,United States,,,
12/11/2024,12/11/2024,1,Mannheim Steamroller,117978,1936,2372,81.62%,James W. Miller Auditorium,Kalamazoo,United States,,,
12/11/2024,12/11/2024,1,Max Herre / Joy Denalane,218275,3837,3837,100%,Palladium,Cologne,Germany,,,
12/11/2024,12/11/2024,1,Sixpence None The Richer,8695,283,330,85.76%,The Siren,Morro Bay,United States,,,
12/11/2024,12/11/2024,1,Slipknot,1560996,13231,13231,100%,Hallenstadion,Zurich,Switzerland,,,
12/11/2024,12/11/2024,1,Trans-Siberian Orchestra,649706,7806,12638,61.77%,Bridgestone Arena,Nashville,United States,,,
12/11/2024,12/11/2024,1,Trans-Siberian Orchestra,661368,8207,10958,74.90%,Legacy Arena,Birmingham,United States,,,
12/10/2024,12/10/2024,1,Bianca Del Rio,62979,1621,2435,66.57%,Showcenter Complex ,San Pedro Garza Garcia,Mexico,,,
12/10/2024,12/10/2024,1,Billy Strings,278308,4894,4894,100%,BOK Center,Tulsa,United States,,,
12/10/2024,12/10/2024,1,Bryan Adams,670684,14090,14090,100%,JN Stadium,Shillong,India,,,
12/10/2024,12/10/2024,1,Culture Club,435182,5651,6000,94.18%,Motorpoint Arena,Nottingham,England,,,
12/10/2024,12/10/2024,1,FIFTY FIFTY,30301,308,1784,17.26%,Copernicus Center,Chicago,United States,,,
12/10/2024,12/10/2024,1,Justin Timberlake,2203561,13225,13225,100%,Simmons Bank Arena,North Little Rock,United States,,,
12/10/2024,12/10/2024,1,Mannheim Steamroller,85833,1434,1570,91.34%,Ikeda Theater,Mesa,United States,,,
12/10/2024,12/10/2024,1,Max Herre / Joy Denalane,275415,4830,6493,74.39%,Alsterdorfer Sporthalle,Hamburg,Germany,,,
12/10/2024,12/10/2024,1,Pentatonix,740095,12608,13788,91.44%,KFC Yum! Center,Louisville,United States,,,
12/10/2024,12/10/2024,1,Santi Francesi,49973,1497,3200,46.78%,Fabrique,Milan,Italy,,,
12/10/2024,12/10/2024,1,Sixpence None The Richer,15960,453,700,64.71%,Great American Music Hall,San Francisco,United States,,,
12/10/2024,12/10/2024,1,Tommy Emmanuel,50918,879,1158,75.91%,Knight Theater,Charlotte,United States,,,
12/09/2024,12/09/2024,1,103.5 KISS Jingle Ball,891675,13311,13880,95.90%,Allstate Arena,Rosemont,United States,,,
12/09/2024,12/09/2024,1,Hans Zimmer,1290638,12653,12653,100%,MEO Arena,Lisbon,Portugal,,,
12/09/2024,12/10/2024,2,Jack White,282615,3838,3838,100%,Forum,Melbourne,Australia,,,
12/09/2024,12/09/2024,1,John Legend,369104,4891,6842,71.48%,Moda Center,Portland,United States,,,
12/09/2024,12/09/2024,1,Laura Pausini,540791,3583,4601,77.87%,Geneva Arena,Geneva,Switzerland,,,
12/09/2024,12/09/2024,1,Mariah Carey,1311965,12281,12281,100%,Lenovo Arena,Raleigh,United States,,,
12/09/2024,12/15/2024,31,Radio City Christmas Spectacular,24903013,180024,183861,97.91%%,Radio City Music Hall,New York,United States,,,
12/09/2024,12/09/2024,1,Slipknot,978492,12330,12330,100%,QUARTERBACK Immobilien ARENA,Leipzig,Germany,,,
12/09/2024,12/12/2024,3,Usher,7261802,43104,43104,100%,State Farm Arena,Atlanta,United States,,,
12/08/2024,12/08/2024,1,Aaron,146,6,450,1.33%,Luxor,Cologne,Germany,,,
12/08/2024,12/08/2024,1,Andrea Bocelli,2531204,13798,13798,100%,Forum,Inglewood,United States,,,
12/08/2024,12/08/2024,1,Bryan Adams,469753,11953,13163,90.81%,Aquatica Banquet Resort & Water Park,Kolkata,India,,,
12/08/2024,12/08/2024,1,Dom Dolla,714201,7178,7178,100%,The Wool Store,West Footscray,Australia,,,
12/08/2024,12/09/2024,2,For King & Country,350562,4871,5530,88.08%,Beacon Theatre,New York,United States,,,
12/08/2024,12/08/2024,1,Justin Timberlake,1461896,9159,9159,100%,Intrust Bank Arena,Wichita,United States,,,
12/08/2024,12/08/2024,1,Kehlani,410449,6134,6134,100%,Yuengling Center,Tampa,United States,,,
12/08/2024,12/08/2024,1,Luis Fonsi,220748,2182,2913,74.91%,Hard Rock Live,Orlando,United States,,,
12/08/2024,12/08/2024,1,Mannheim Steamroller,40645,519,1498,34.65%,H. Ric Luhrs Performing Arts Center,Shippensburg,United States,,,
12/08/2024,12/08/2024,1,Mannheim Steamroller,110861,1420,1498,94.79%,H. Ric Luhrs Performing Arts Center,Shippensburg,United States,,,
12/08/2024,12/08/2024,1,Morat,1180073,14093,15600,90.34%,Estadio Carlos Iturralde Rivero,Merida,Mexico,,,
12/08/2024,12/08/2024,1,Patrick Bruel,757129,11850,12269,96.58%,Accor Arena,Paris,France,,,
12/08/2024,12/08/2024,1,Sixpence None The Richer,14150,350,750,46.67%,The Crocodile,Seattle,United States,,,
12/08/2024,12/08/2024,1,Slipknot,1199406,12503,12503,100%,Hanns-Martin-Schleyer-Halle,Stuttgart,Germany,,,
12/08/2024,12/08/2024,2,Trans-Siberian Orchestra,1399988,16919,18996,89.07%,Van Andel Arena,Grand Rapids,United States,,,
12/08/2024,12/08/2024,1,Travis,89933,1883,1883,100%,Eventim Olympia,Liverpool,England,,,
12/08/2024,12/08/2024,1,Vampire Weekend,267963,4491,6281,71.50%,OVO Hydro,Glasgow,Scotland,,,
12/07/2024,12/07/2024,1,Aaron,9990,450,450,100%,Club Volta,Cologne,Germany,,,
12/07/2024,12/07/2024,1,Aaron Lewis,104801,1062,1100,96.55%,The Event Center at Hollywood Casino,Charles Town,United States,,,
12/07/2024,12/07/2024,1,Alabama,658506,10674,10674,100%,Dickies Arena ,Fort Worth,United States,,,
12/07/2024,12/07/2024,1,Andrea Bocelli,2629927,12045,12045,100%,MGM Grand Garden,Las Vegas,United States,,,
12/07/2024,12/07/2024,1,Black Coffee,58925,500,500,100%,Soundcheck,Washington,United States,,,
12/07/2024,12/08/2024,2,Buenos Aires Trap,5858102,115782,120000,96.49%,Parque de la Ciudad,Buenos Aires,Argentina,,,
12/07/2024,12/07/2024,1,Cody Jinks,422707,2606,2784,93.61%,Dolby Live,Las Vegas,United States,,,
12/07/2024,12/07/2024,1,Cyndi Lauper,529497,4528,4750,95.33%,Hard Rock Live at Etess Arena,Atlantic City,United States,,,
12/07/2024,12/07/2024,1,Dom Dolla,2251389,28191,28191,100%,Wellington Square,Perth,Australia,,,
12/07/2024,12/07/2024,1,DTR Fight,2031368,27829,32000,96.97%,La Défense Arena,Paris,France,,,
12/07/2024,12/07/2024,1,Eagles,4560682,16277,16277,100%,Sphere,Las Vegas,United States,,,
12/07/2024,12/07/2024,1,Forfun,559635,29890,30000,99.63%,Praça da Apoteose,Rio de Janeiro,Brazil,,,
12/07/2024,12/07/2024,1,George Strait,23315155,47554,47554,100%,Allegiant Stadium,Las Vegas,United States,,,
12/07/2024,12/07/2024,1,Ghostface Killah,81359,1358,2425,56.01%,House of Blues,Boston,United States,,,
12/07/2024,12/07/2024,1,Gigi D'Alessio,510560,8282,9388,88.22%,Inalpi Arena,Torino,Italy,,,
12/07/2024,12/07/2024,1,Hans Zimmer,490510,7387,7517,98.27%,Palacio de Deportes,Malaga,Spain,,,
12/07/2024,12/07/2024,1,Kygo,951770,16137,16137,100%,Accor Arena,Paris,France,,,
12/07/2024,12/07/2024,1,Laura Pausini,699544,8486,8486,100%,Navarra Arena,Pamplona,Spain,,,
12/07/2024,12/07/2024,1,Lil Baby,2338143,17537,17537,100%,State Farm Arena,Atlanta,United States,,,
12/07/2024,12/07/2024,1,Maître Gims,581852,10007,10225,97.87%,LDLC Arena,Lyon,France,,,
12/07/2024,12/07/2024,1,Mannheim Steamroller,164080,2312,2839,81.44%,Temple Hoyne Buell Theatre,Denver,United States,,,
12/07/2024,12/07/2024,1,Mannheim Steamroller,133385,2062,2900,71.10%,The Theater at MGM National Harbor,Oxon Hill,United States,,,
12/07/2024,12/07/2024,1,Mariah Carey,756546,9010,9010,100%,CFG Bank Arena,Baltimore,United States,,,
12/07/2024,12/07/2024,1,Mega Bash,1187942,11532,12937,89.14%,Prudential Center,Newark,United States,,,
12/07/2024,12/07/2024,1,Natiruts,203552,10228,13953,73.30%,Espaço Náutico Marine Club,Belém,Brazil,,,
12/07/2024,12/07/2024,1,Residente,807987,14013,18000,77.85%,Autoridad del Distrito del Centro de Convenciones,San Juan,Puerto Rico,,,
12/07/2024,12/07/2024,1,Ron White,215848,2278,2278,100%,The Chelsea,Las Vegas,United States,,,
12/07/2024,12/07/2024,1,Sebastian Maniscalco,1641985,15756,17991,87.58%,Amalie Arena,Tampa,United States,,,
12/07/2024,12/07/2024,1,Sixpence None The Richer,10740,352,850,41.41%,Wonder Ballroom,Portland,United States,,,
12/07/2024,12/07/2024,1,Top Rank Boxing,723895,7196,7422,96.95%,Footprint Center,Phoenix,United States,,,
12/07/2024,12/07/2024,2,Trans-Siberian Orchestra,1039954,13943,18676,74.66%,Wright State University's Nutter Center,Dayton,United States,,,
12/07/2024,12/07/2024,1,UFC Fight Night,4845955,17256,17256,100%,T-Mobile Arena,Las Vegas,United States,,,
12/06/2024,12/06/2024,1,Aaron,5537,250,250,100%,Elfer Club,Frankfurt,Germany,,,
12/06/2024,12/06/2024,1,Chayanne,1639658,11290,11290,100%,Amalie Arena,Tampa,United States,,,
12/06/2024,12/06/2024,1,Cody Jinks,416887,2585,2688,96.17%,Dolby Live,Las Vegas,United States,,,
12/06/2024,12/06/2024,1,Culture Club,662227,7511,9449,79.49%,First Direct Arena,Leeds,England,,,
12/06/2024,12/06/2024,1,Eagles,4583578,16360,16360,100%,Sphere,Las Vegas,United States,,,
12/06/2024,12/09/2024,3,Feid,11194865,165936,165936,100%,Estadio Atanasio Girardot,Medellin,Colombia,,,
12/06/2024,12/06/2024,1,Ian Munsick,115841,1996,2980,66.98%,The Chelsea,Las Vegas,United States,,,
12/06/2024,12/07/2024,2,Iron Maiden,6894608,86312,86312,100%,Allianz Parque,São Paulo,Brazil,,,
12/06/2024,12/06/2024,1,Jamie xx,46407,1100,1100,100%,Brunswick Hotel,Brisbane,Australia,,,
12/06/2024,12/06/2024,1,Jerry Seinfeld,440098,2786,2786,100%,"Borgata Hotel, Casino & Spa / Event Ctr.",Atlantic City,United States,,,
12/06/2024,12/06/2024,1,Jim Jefferies,95722,1326,1439,92.15%,Flynn Center For The Performing Arts,Burlington,United States,,,
12/06/2024,12/07/2024,2,Jo Koy,473110,5860,5860,100%,Terrace Theater,Long Beach,United States,,,
12/06/2024,12/06/2024,1,Joé Dwèt Filé,99334,2302,2302,100%,L'Olympia,Montreal,Canada,,,
12/06/2024,12/06/2024,1,Justin Timberlake,2272738,11935,11935,100%,American Airlines Center,Dallas,United States,,,
12/06/2024,12/07/2024,2,Kacey Musgraves,3007850,25915,27312,94.89%,Bridgestone Arena,Nashville,United States,,,
12/06/2024,12/06/2024,1,Kenia Os,773110,11400,12708,89.71%,Arena VFG,Guadalajara,Mexico,,,
12/06/2024,12/06/2024,1,Mannheim Steamroller,109247,1878,2137,87.88%,Providence Perf. Arts Ctr.,Providence,United States,,,
12/06/2024,12/06/2024,1,Mannheim Steamroller,139944,2129,2839,74.99%,Temple Hoyne Buell Theatre,Denver,United States,,,
12/06/2024,12/06/2024,1,Max Herre / Joy Denalane,355432,5013,5904,84.91%,Porsche Arena,Stuttgart,Germany,,,
12/06/2024,12/07/2024,2,Sam Fender,2683622,36268,36268,100%,Co-op Live,Manchester,England,,,
12/06/2024,12/06/2024,1,Sixpence None The Richer,13925,394,600,65.67%,WOW Hall,Eugene,United States,,,
12/06/2024,12/06/2024,1,Slipknot,1084279,12653,12653,100%,Westfalenhalle,Dortmund,Germany,,,
12/06/2024,12/06/2024,1,Trans-Siberian Orchestra,639570,7494,10080,74.35%,BOK Center,Tulsa,United States,,,
12/06/2024,12/07/2024,2,Zach Bryan,5583228,30820,30820,100%,Delta Center,Salt Lake City,United States,,,
12/05/2024,12/05/2024,1,Alabama,417991,5681,5681,100%,Moody Center,Austin,United States,,,
12/05/2024,12/05/2024,1,Andrea Bocelli,2757841,12703,12703,100%,Footprint Center,Phoenix,United States,,,
12/05/2024,12/06/2024,2,Billie Eilish,5736051,32402,32402,100%,Climate Pledge Arena,Seattle,United States,,,
12/05/2024,12/05/2024,1,Café Tacvba,2513869,54208,66432,81.60%,Estadio GNP Seguros,Mexico City,Mexico,,,
12/05/2024,12/05/2024,1,Creed,1179144,13398,13398,100%,Kia Center,Orlando,United States,,,
12/05/2024,12/05/2024,1,Cyndi Lauper,1209618,11744,13054,89.96%,United Center,Chicago,United States,,,
12/05/2024,12/05/2024,1,FIFTY FIFTY,11649,161,1450,11.10%,South Side Music Hall,Dallas,United States,,,
12/05/2024,12/05/2024,1,Fuerza Regida,2211721,16574,16574,100%,Allstate Arena,Rosemont,United States,,,
12/05/2024,12/05/2024,1,Hans Zimmer,475404,6760,6760,100%,Principe Felipe Pavilion,Zaragoza,Spain,,,
12/05/2024,12/05/2024,1,Jhené Aiko,1099592,11849,11849,100%,CFG Bank Arena,Baltimore,United States,,,
12/05/2024,12/05/2024,1,Laura Pausini,599241,7400,7400,100%,Martin Carpena,Malaga,Spain,,,
12/05/2024,12/05/2024,1,Lenny Kravitz,876981,12140,13189,92.05%,Movistar Arena,Santiago,Chile,,,
12/05/2024,12/05/2024,1,Mannheim Steamroller,96414,1376,2012,68.39%,Pikes Peak Center,Colorado Springs,United States,,,
12/05/2024,12/05/2024,1,Mannheim Steamroller,85809,1132,1577,71.78%,State Theatre,State College,United States,,,
12/05/2024,12/05/2024,1,Mariah Carey,1513611,12928,12928,100%,TD Garden,Boston,United States,,,
12/05/2024,12/05/2024,1,Pentatonix,743434,10289,11226,91.65%,Bridgestone Arena,Nashville,United States,,,
12/05/2024,12/05/2024,1,Trans-Siberian Orchestra,583979,7165,13256,54.05%,Brookshire Grocery Arena,Bossier City,United States,,,
12/05/2024,12/05/2024,1,Trans-Siberian Orchestra,527458,6625,8466,78.25%,Charleston Coliseum,Charleston,United States,,,
12/05/2024,12/06/2024,2,Usher,3719610,26655,26655,100%,Barclays Center,New York,United States,,,
12/04/2024,12/04/2024,1,Aurora,162928,4714,4985,94.56%,MGM Music Hall,Boston,United States,,,
12/04/2024,12/04/2024,1,Creed,888035,11054,11054,100%,State Farm Arena,Atlanta,United States,,,
12/04/2024,12/04/2024,1,Cyndi Lauper,810836,8730,11020,79.22%,Target Center,Minneapolis,United States,,,
12/04/2024,12/05/2024,2,Dua Lipa,3103169,30209,30209,100%,Gocheok Sky Dome,Seoul,South Korea,,,
12/04/2024,12/04/2024,1,Emmanuel & Mijares,558463,8934,9612,92.95%,Auditorio Nacional,Mexico City,Mexico,,,
12/04/2024,12/04/2024,1,Fast Animals and Slow Kids,126072,3554,3554,100%,Alcatraz,Milan,Italy,,,
12/04/2024,12/04/2024,1,Fontaines D.C.,616987,13897,14235,97.63%,OVO Hydro,Glasgow,Scotland,,,
12/04/2024,12/04/2024,1,Gianna Nannini,326388,4932,4932,100%,Grugahalle-Messe Essen GmbH,Essen,Germany,,,
12/04/2024,12/05/2024,2,Jamie xx,511156,9730,10582,91.95%,PICA,Melbourne,Australia,,,
12/04/2024,12/04/2024,1,Justin Timberlake,1940839,11561,11561,100%,Toyota Center,Houston,United States,,,
12/04/2024,12/04/2024,1,Lauren Daigle,218155,2148,2148,100%,Ryman Auditorium,Nashville,United States,,,
12/04/2024,12/04/2024,1,Lenny Kravitz,992336,13189,13189,100%,Movistar Arena,Santiago,Chile,,,
12/04/2024,12/04/2024,1,Mannheim Steamroller,101912,1584,1698,93.29%,Union Colony Civic Center,Greeley,United States,,,
12/04/2024,12/04/2024,1,Mannheim Steamroller,92236,1154,2271,50.81%,The Hanover Theatre & Conservatory for the Performing Arts,Worcester,United States,,,
12/04/2024,12/04/2024,1,Royel Otis,23079,840,840,100%,The Academy,Dublin,Ireland,,,
12/04/2024,12/05/2024,2,Sebastian Maniscalco,1962641,16772,17698,94.77%,Hertz Arena,Estero,United States,,,
12/04/2024,12/04/2024,1,Sixpence None The Richer,8348,256,299,85.62%,The State Room,Salt Lake City,United States,,,
12/04/2024,12/04/2024,1,The Australian Pink Floyd Show,35592,592,740,80.01%,Waterfront Hall,Belfast,Northern Ireland,,,
12/04/2024,12/04/2024,1,Trans-Siberian Orchestra ,616556,7772,13147,59.12%,KeyBank Center,Buffalo,United States,,,
12/04/2024,12/04/2024,1,Trans-Siberian Orchestra,675553,8285,11831,70.03%,Moody Center,Austin,United States,,,
12/03/2024,12/03/2024,1,106.1 KISS FM's Jingle Ball,715117,11574,12305,94.06%,Dickies Arena,Fort Worth,United States,,,
12/03/2024,12/03/2024,1,Emmanuel & Mijares,479536,7864,9612,81.81%,Auditorio Nacional,Mexico City,Mexico,,,
12/03/2024,12/03/2024,1,Enter Shikari,89099,1900,1900,100%,Barrowland,Glasgow,Scotland,,,
12/03/2024,12/03/2024,1,FIFTY FIFTY,15637,251,1118,22.45%,House Of Blues,Houston,United States,,,
12/03/2024,12/03/2024,1,Gianna Nannini,177046,2083,2112,98.63%,Uber Eats Music Hall,Berlin,Germany,,,
12/03/2024,12/03/2024,1,Hans Zimmer,429073,5999,8723,68.77%,Navarra Arena,Pamplona,Spain,,,
12/03/2024,12/04/2024,1,Irama,1300315,24533,24950,98.33%,Unipol Forum,Milan,Italy,,,
12/03/2024,12/03/2024,1,Jhené Aiko,924656,11849,11849,100%,UBS Arena,New York,United States,,,
12/03/2024,12/03/2024,1,John Legend,350581,2985,3441,86.75%,YouTube Theater,Inglewood,United States,,,
